"WaterLOG Logging Module (New data extracted)"
"Serial Number : 01523"
"Extracted     : 19:31:01 05/18/04"
"Logger Started: 18:00:00 11/14/03"
"Logging Rate #1 : 01:00:00, Samples :    0"
"Logging Rate #2 : 01:00:00, Samples :    0"
"Logging Rate #3 : 01:00:00, Samples :    0"
"Logging Rate #4 : 01:00:00, Samples :    0"
"Logging Rate #5 : 01:00:00, Samples :    0"
"Logging Rate #6 : 01:00:00 (final)"
"User Notes"
"      WaterLOG Down Hole Data Sensor/Logger       "
"                      From                        "
"         Design Analysis Associates, Inc.         "
"        Logan, Utah  84321  (801) 753-2212        "
"Delta Log =            0"
"Hyper Log =            0"
"Hyper Divisor =   1"

"Coefficients  y = b0 + b1*x"

"Pressure,    b0 =       291.59 ,b1 =      -2.3067 ,Units = fth20  "
"03/05/04" "01:00:00"  065,   255.8322,     13.10,         5.6
"03/05/04" "02:00:00"  065,   255.7802,     13.08,         5.6
"03/05/04" "03:00:00"  065,   255.7405,     13.08,         5.6
"03/05/04" "04:00:00"  065,   255.6945,     13.09,         5.6
"03/05/04" "05:00:00"  065,   255.6353,     13.09,         5.6
"03/05/04" "06:00:00"  065,   255.5910,     13.09,         5.6
"03/05/04" "07:00:00"  065,   255.5544,     13.08,         5.6
"03/05/04" "08:00:00"  065,   255.5244,     13.09,         5.6
"03/05/04" "09:00:00"  065,   255.4939,     13.09,         5.6
"03/05/04" "10:00:00"  065,   255.4694,     13.11,         5.6
"03/05/04" "11:00:00"  065,   255.4573,     13.09,         5.6
"03/05/04" "12:00:00"  065,   255.4532,     13.08,         5.6
"03/05/04" "13:00:00"  065,   255.4590,     13.09,         5.6
"03/05/04" "14:00:00"  065,   255.4741,     13.08,         5.6
"03/05/04" "15:00:00"  065,   255.4919,     13.09,         5.6
"03/05/04" "16:00:00"  065,   255.5166,     13.09,         5.7
"03/05/04" "17:00:00"  065,   255.5332,     13.06,         5.7
"03/05/04" "18:00:00"  065,   255.5502,     13.08,         5.8
"03/05/04" "19:00:00"  065,   255.5643,     13.09,         5.8
"03/05/04" "20:00:00"  065,   255.5733,     13.07,         5.8
"03/05/04" "21:00:00"  065,   255.5814,     13.08,         5.7
"03/05/04" "22:00:00"  065,   255.5846,     13.08,         5.7
"03/05/04" "23:00:00"  065,   255.5826,     13.08,         5.7
"03/06/04" "00:00:00"  066,   255.5853,     13.10,         5.7
"03/06/04" "01:00:00"  066,   255.5996,     13.09,         5.7
"03/06/04" "02:00:00"  066,   255.6208,     13.07,         5.6
"03/06/04" "03:00:00"  066,   255.6458,     13.08,         5.6
"03/06/04" "04:00:00"  066,   255.6735,     13.09,         5.6
"03/06/04" "05:00:00"  066,   255.7027,     13.09,         5.5
"03/06/04" "06:00:00"  066,   255.7296,     13.09,         5.5
"03/06/04" "07:00:00"  066,   255.7581,     13.08,         5.5
"03/06/04" "08:00:00"  066,   255.7829,     13.08,         5.5
"03/06/04" "09:00:00"  066,   255.8050,     13.08,         5.5
"03/06/04" "10:00:00"  066,   255.8299,     13.09,         5.5
"03/06/04" "11:00:00"  066,   255.8546,     13.09,         5.5
"03/06/04" "12:00:00"  066,   255.8822,     13.09,         5.5
"03/06/04" "13:00:00"  066,   255.9104,     13.08,         5.5
"03/06/04" "14:00:00"  066,   255.9453,     13.09,         5.5
"03/06/04" "15:00:00"  066,   255.9820,     13.07,         5.5
"03/06/04" "16:00:00"  066,   256.0214,     13.09,         5.7
"03/06/04" "17:00:00"  066,   256.0526,     13.08,         5.8
"03/06/04" "18:00:00"  066,   256.0858,     13.09,         5.8
"03/06/04" "19:00:00"  066,   256.1153,     13.08,         5.8
"03/06/04" "20:00:00"  066,   256.1375,     13.09,         5.8
"03/06/04" "21:00:00"  066,   256.1526,     13.08,         5.8
"03/06/04" "22:00:00"  066,   256.1627,     13.08,         5.8
"03/06/04" "23:00:00"  066,   256.1737,     13.09,         5.7
"03/07/04" "00:00:00"  067,   256.1804,     13.09,         5.7
"03/07/04" "01:00:00"  067,   256.1892,     13.08,         5.6
"03/07/04" "02:00:00"  067,   256.1994,     13.08,         5.6
"03/07/04" "03:00:00"  067,   256.2122,     13.09,         5.5
"03/07/04" "04:00:00"  067,   256.2255,     13.07,         5.5
"03/07/04" "05:00:00"  067,   256.2374,     13.08,         5.5
"03/07/04" "06:00:00"  067,   256.2512,     13.08,         5.5
"03/07/04" "07:00:00"  067,   256.2650,     13.08,         5.5
"03/07/04" "08:00:00"  067,   256.2760,     13.09,         5.5
"03/07/04" "09:00:00"  067,   256.2804,     13.08,         5.5
"03/07/04" "10:00:00"  067,   256.2907,     13.09,         5.5
"03/07/04" "11:00:00"  067,   256.3020,     13.09,         5.5
"03/07/04" "12:00:00"  067,   256.3127,     13.08,         5.5
"03/07/04" "13:00:00"  067,   256.3275,     13.08,         5.5
"03/07/04" "14:00:00"  067,   256.3429,     13.08,         5.5
"03/07/04" "15:00:00"  067,   256.3655,     13.09,         5.6
"03/07/04" "16:00:00"  067,   256.3880,     13.08,         5.6
"03/07/04" "17:00:00"  067,   256.4077,     13.09,         5.8
"03/07/04" "18:00:00"  067,   256.4302,     13.08,         5.8
"03/07/04" "19:00:00"  067,   256.4517,     13.09,         5.8
"03/07/04" "20:00:00"  067,   256.4685,     13.07,         5.8
"03/07/04" "21:00:00"  067,   256.4815,     13.08,         5.7
"03/07/04" "22:00:00"  067,   256.4906,     13.08,         5.7
"03/07/04" "23:00:00"  067,   256.5044,     13.08,         5.7
"03/08/04" "00:00:00"  068,   256.5149,     13.07,         5.6
"03/08/04" "01:00:00"  068,   256.5298,     13.08,         5.5
"03/08/04" "02:00:00"  068,   256.5397,     13.09,         5.5
"03/08/04" "03:00:00"  068,   256.5534,     13.08,         5.5
"03/08/04" "04:00:00"  068,   256.5679,     13.10,         5.5
"03/08/04" "05:00:00"  068,   256.5809,     13.09,         5.5
"03/08/04" "06:00:00"  068,   256.5922,     13.10,         5.5
"03/08/04" "07:00:00"  068,   256.6031,     13.07,         5.5
"03/08/04" "08:00:00"  068,   256.6157,     13.08,         5.4
"03/08/04" "09:00:00"  068,   256.6219,     13.08,         5.4
"03/08/04" "10:00:00"  068,   256.6262,     13.07,         5.4
"03/08/04" "11:00:00"  068,   256.6307,     13.10,         5.4
"03/08/04" "12:00:00"  068,   256.6305,     13.07,         5.4
"03/08/04" "13:00:00"  068,   256.6323,     13.09,         5.4
"03/08/04" "14:00:00"  068,   256.6339,     13.09,         5.5
"03/08/04" "15:00:00"  068,   256.6350,     13.09,         5.5
"03/08/04" "16:00:00"  068,   256.6350,     13.09,         5.6
"03/08/04" "17:00:00"  068,   256.6328,     13.09,         5.7
"03/08/04" "18:00:00"  068,   256.6216,     13.07,         5.8
"03/08/04" "19:00:00"  068,   256.6035,     13.09,         5.8
"03/08/04" "20:00:00"  068,   256.5746,     13.07,         5.8
"03/08/04" "21:00:00"  068,   256.5396,     13.08,         5.7
"03/08/04" "22:00:00"  068,   256.4992,     13.09,         5.7
"03/08/04" "23:00:00"  068,   256.4468,     13.10,         5.6
"03/09/04" "00:00:00"  069,   256.3962,     13.08,         5.6
"03/09/04" "01:00:00"  069,   256.3510,     13.08,         5.6
"03/09/04" "02:00:00"  069,   256.3062,     13.08,         5.6
"03/09/04" "03:00:00"  069,   256.2756,     13.10,         5.6
"03/09/04" "04:00:00"  069,   256.2425,     13.08,         5.5
"03/09/04" "05:00:00"  069,   256.2133,     13.08,         5.5
"03/09/04" "06:00:00"  069,   256.1854,     13.08,         5.5
"03/09/04" "07:00:00"  069,   256.1635,     13.10,         5.5
"03/09/04" "08:00:00"  069,   256.1451,     13.05,         5.5
"03/09/04" "09:00:00"  069,   256.1297,     13.09,         5.5
"03/09/04" "10:00:00"  069,   256.1136,     13.08,         5.5
"03/09/04" "11:00:00"  069,   256.1030,     13.09,         5.5
"03/09/04" "12:00:00"  069,   256.1033,     13.09,         5.5
"03/09/04" "13:00:00"  069,   256.1126,     13.09,         5.5
"03/09/04" "14:00:00"  069,   256.1293,     13.09,         5.5
"03/09/04" "15:00:00"  069,   256.1482,     13.07,         5.5
"03/09/04" "16:00:00"  069,   256.1745,     13.08,         5.5
"03/09/04" "17:00:00"  069,   256.2050,     13.08,         5.5
"03/09/04" "18:00:00"  069,   256.2380,     13.09,         5.5
"03/09/04" "19:00:00"  069,   256.2682,     13.08,         5.5
"03/09/04" "20:00:00"  069,   256.2921,     13.09,         5.5
"03/09/04" "21:00:00"  069,   256.3183,     13.10,         5.5
"03/09/04" "22:00:00"  069,   256.3391,     13.08,         5.5
"03/09/04" "23:00:00"  069,   256.3583,     13.10,         5.5
"03/10/04" "00:00:00"  070,   256.3766,     13.07,         5.5
"03/10/04" "01:00:00"  070,   256.3943,     13.09,         5.5
"03/10/04" "02:00:00"  070,   256.4055,     13.10,         5.4
"03/10/04" "03:00:00"  070,   256.4183,     13.09,         5.4
"03/10/04" "04:00:00"  070,   256.4338,     13.09,         5.4
"03/10/04" "05:00:00"  070,   256.4480,     13.09,         5.4
"03/10/04" "06:00:00"  070,   256.4597,     13.09,         5.3
"03/10/04" "07:00:00"  070,   256.4691,     13.09,         5.3
"03/10/04" "08:00:00"  070,   256.4783,     13.08,         5.3
"03/10/04" "09:00:00"  070,   256.4844,     13.10,         5.3
"03/10/04" "10:00:00"  070,   256.4851,     13.09,         5.3
"03/10/04" "11:00:00"  070,   256.4831,     13.09,         5.3
"03/10/04" "12:00:00"  070,   256.4820,     13.08,         5.3
"03/10/04" "13:00:00"  070,   256.4828,     13.09,         5.3
"03/10/04" "14:00:00"  070,   256.4822,     13.10,         5.4
"03/10/04" "15:00:00"  070,   256.4842,     13.09,         5.5
"03/10/04" "16:00:00"  070,   256.4836,     13.07,         5.5
"03/10/04" "17:00:00"  070,   256.4818,     13.09,         5.6
"03/10/04" "18:00:00"  070,   256.4766,     13.08,         5.7
"03/10/04" "19:00:00"  070,   256.4610,     13.09,         5.7
"03/10/04" "20:00:00"  070,   256.4371,     13.09,         5.7
"03/10/04" "21:00:00"  070,   256.4117,     13.09,         5.6
"03/10/04" "22:00:00"  070,   256.3819,     13.09,         5.6
"03/10/04" "23:00:00"  070,   256.3513,     13.09,         5.6
"03/11/04" "00:00:00"  071,   256.3194,     13.08,         5.5
"03/11/04" "01:00:00"  071,   256.2902,     13.08,         5.5
"03/11/04" "02:00:00"  071,   256.2793,     13.09,         5.5
"03/11/04" "03:00:00"  071,   256.2708,     13.08,         5.5
"03/11/04" "04:00:00"  071,   256.2625,     13.09,         5.5
"03/11/04" "05:00:00"  071,   256.2550,     13.08,         5.5
"03/11/04" "06:00:00"  071,   256.2460,     13.09,         5.5
"03/11/04" "07:00:00"  071,   256.2374,     13.09,         5.5
"03/11/04" "08:00:00"  071,   256.2296,     13.07,         5.5
"03/11/04" "09:00:00"  071,   256.2263,     13.08,         5.5
"03/11/04" "10:00:00"  071,   256.2264,     13.08,         5.5
"03/11/04" "11:00:00"  071,   256.2307,     13.10,         5.5
"03/11/04" "12:00:00"  071,   256.2373,     13.08,         5.5
"03/11/04" "13:00:00"  071,   256.2430,     13.07,         5.5
"03/11/04" "14:00:00"  071,   256.2535,     13.09,         5.5
"03/11/04" "15:00:00"  071,   256.2606,     13.08,         5.5
"03/11/04" "16:00:00"  071,   256.2680,     13.08,         5.6
"03/11/04" "17:00:00"  071,   256.2730,     13.08,         5.7
"03/11/04" "18:00:00"  071,   256.2757,     13.08,         5.7
"03/11/04" "19:00:00"  071,   256.2720,     13.08,         5.7
"03/11/04" "20:00:00"  071,   256.2632,     13.09,         5.7
"03/11/04" "21:00:00"  071,   256.2542,     13.09,         5.7
"03/11/04" "22:00:00"  071,   256.2454,     13.09,         5.7
"03/11/04" "23:00:00"  071,   256.2395,     13.08,         5.6
"03/12/04" "00:00:00"  072,   256.2371,     13.09,         5.6
"03/12/04" "01:00:00"  072,   256.2352,     13.09,         5.5
"03/12/04" "02:00:00"  072,   256.2375,     13.09,         5.5
"03/12/04" "03:00:00"  072,   256.2409,     13.08,         5.5
"03/12/04" "04:00:00"  072,   256.2485,     13.08,         5.5
"03/12/04" "05:00:00"  072,   256.2599,     13.10,         5.4
"03/12/04" "06:00:00"  072,   256.2711,     13.08,         5.4
"03/12/04" "07:00:00"  072,   256.2774,     13.08,         5.4
"03/12/04" "08:00:00"  072,   256.2863,     13.08,         5.3
"03/12/04" "09:00:00"  072,   256.2904,     13.10,         5.3
"03/12/04" "10:00:00"  072,   256.2907,     13.08,         5.3
"03/12/04" "11:00:00"  072,   256.2934,     13.08,         5.3
"03/12/04" "12:00:00"  072,   256.2984,     13.08,         5.3
"03/12/04" "13:00:00"  072,   256.3035,     13.08,         5.2
"03/12/04" "14:00:00"  072,   256.3122,     13.07,         5.4
"03/12/04" "15:00:00"  072,   256.3220,     13.08,         5.5
"03/12/04" "16:00:00"  072,   256.3350,     13.09,         5.5
"03/12/04" "17:00:00"  072,   256.3463,     13.08,         5.6
"03/12/04" "18:00:00"  072,   256.3522,     13.07,         5.7
"03/12/04" "19:00:00"  072,   256.3561,     13.08,         5.7
"03/12/04" "20:00:00"  072,   256.3546,     13.09,         5.7
"03/12/04" "21:00:00"  072,   256.3486,     13.07,         5.7
"03/12/04" "22:00:00"  072,   256.3411,     13.08,         5.6
"03/12/04" "23:00:00"  072,   256.3334,     13.08,         5.6
"03/13/04" "00:00:00"  073,   256.3271,     13.09,         5.6
"03/13/04" "01:00:00"  073,   256.3219,     13.08,         5.5
"03/13/04" "02:00:00"  073,   256.3188,     13.09,         5.5
"03/13/04" "03:00:00"  073,   256.3168,     13.08,         5.5
"03/13/04" "04:00:00"  073,   256.3160,     13.08,         5.4
"03/13/04" "05:00:00"  073,   256.3146,     13.07,         5.4
"03/13/04" "06:00:00"  073,   256.3125,     13.09,         5.4
"03/13/04" "07:00:00"  073,   256.3071,     13.08,         5.4
"03/13/04" "08:00:00"  073,   256.3038,     13.07,         5.4
"03/13/04" "09:00:00"  073,   256.2998,     13.08,         5.4
"03/13/04" "10:00:00"  073,   256.2957,     13.07,         5.3
"03/13/04" "11:00:00"  073,   256.2916,     13.07,         5.3
"03/13/04" "12:00:00"  073,   256.2902,     13.09,         5.3
"03/13/04" "13:00:00"  073,   256.2912,     13.10,         5.3
"03/13/04" "14:00:00"  073,   256.2902,     13.09,         5.4
"03/13/04" "15:00:00"  073,   256.2941,     13.09,         5.5
"03/13/04" "16:00:00"  073,   256.2971,     13.08,         5.5
"03/13/04" "17:00:00"  073,   256.2994,     13.10,         5.5
"03/13/04" "18:00:00"  073,   256.2977,     13.10,         5.5
"03/13/04" "19:00:00"  073,   256.2897,     13.08,         5.5
"03/13/04" "20:00:00"  073,   256.2789,     13.08,         5.5
"03/13/04" "21:00:00"  073,   256.2623,     13.08,         5.5
"03/13/04" "22:00:00"  073,   256.2438,     13.08,         5.5
"03/13/04" "23:00:00"  073,   256.2302,     13.07,         5.5
"03/14/04" "00:00:00"  074,   256.2189,     13.07,         5.5
"03/14/04" "01:00:00"  074,   256.2024,     13.10,         5.5
"03/14/04" "02:00:00"  074,   256.1773,     13.10,         5.5
"03/14/04" "03:00:00"  074,   256.1561,     13.08,         5.5
"03/14/04" "04:00:00"  074,   256.1445,     13.07,         5.4
"03/14/04" "05:00:00"  074,   256.1330,     13.10,         5.4
"03/14/04" "06:00:00"  074,   256.1205,     13.09,         5.4
"03/14/04" "07:00:00"  074,   256.1109,     13.09,         5.4
"03/14/04" "08:00:00"  074,   256.0990,     13.08,         5.4
"03/14/04" "09:00:00"  074,   256.0856,     13.08,         5.4
"03/14/04" "10:00:00"  074,   256.0724,     13.08,         5.4
"03/14/04" "11:00:00"  074,   256.0644,     13.08,         5.4
"03/14/04" "12:00:00"  074,   256.0606,     13.07,         5.4
"03/14/04" "13:00:00"  074,   256.0623,     13.09,         5.4
"03/14/04" "14:00:00"  074,   256.0666,     13.09,         5.4
"03/14/04" "15:00:00"  074,   256.0733,     13.07,         5.4
"03/14/04" "16:00:00"  074,   256.0841,     13.07,         5.5
"03/14/04" "17:00:00"  074,   256.0957,     13.09,         5.6
"03/14/04" "18:00:00"  074,   256.1033,     13.09,         5.7
"03/14/04" "19:00:00"  074,   256.1084,     13.09,         5.7
"03/14/04" "20:00:00"  074,   256.1077,     13.09,         5.7
"03/14/04" "21:00:00"  074,   256.1039,     13.08,         5.7
"03/14/04" "22:00:00"  074,   256.1006,     13.10,         5.7
"03/14/04" "23:00:00"  074,   256.0958,     13.08,         5.6
"03/15/04" "00:00:00"  075,   256.0945,     13.08,         5.6
"03/15/04" "01:00:00"  075,   256.0953,     13.08,         5.5
"03/15/04" "02:00:00"  075,   256.0963,     13.08,         5.5
"03/15/04" "03:00:00"  075,   256.0966,     13.08,         5.5
"03/15/04" "04:00:00"  075,   256.1002,     13.07,         5.5
"03/15/04" "05:00:00"  075,   256.1025,     13.09,         5.4
"03/15/04" "06:00:00"  075,   256.1025,     13.09,         5.4
"03/15/04" "07:00:00"  075,   256.0984,     13.07,         5.4
"03/15/04" "08:00:00"  075,   256.0937,     13.10,         5.4
"03/15/04" "09:00:00"  075,   256.0849,     13.09,         5.4
"03/15/04" "10:00:00"  075,   256.0723,     13.09,         5.4
"03/15/04" "11:00:00"  075,   256.0622,     13.08,         5.4
"03/15/04" "12:00:00"  075,   256.0495,     13.08,         5.4
"03/15/04" "13:00:00"  075,   256.0365,     13.09,         5.4
"03/15/04" "14:00:00"  075,   256.0256,     13.09,         5.5
"03/15/04" "15:00:00"  075,   256.0129,     13.09,         5.5
"03/15/04" "16:00:00"  075,   256.0029,     13.08,         5.5
"03/15/04" "17:00:00"  075,   255.9889,     13.10,         5.6
"03/15/04" "18:00:00"  075,   255.9635,     13.07,         5.6
"03/15/04" "19:00:00"  075,   255.9355,     13.10,         5.6
"03/15/04" "20:00:00"  075,   255.9023,     13.09,         5.5
"03/15/04" "21:00:00"  075,   255.8635,     13.09,         5.5
"03/15/04" "22:00:00"  075,   255.8215,     13.09,         5.5
"03/15/04" "23:00:00"  075,   255.7919,     13.08,         5.5
"03/16/04" "00:00:00"  076,   255.7602,     13.08,         5.5
"03/16/04" "01:00:00"  076,   255.7254,     13.09,         5.5
"03/16/04" "02:00:00"  076,   255.6920,     13.07,         5.5
"03/16/04" "03:00:00"  076,   255.6593,     13.08,         5.5
"03/16/04" "04:00:00"  076,   255.6321,     13.09,         5.5
"03/16/04" "05:00:00"  076,   255.6002,     13.09,         5.5
"03/16/04" "06:00:00"  076,   255.5646,     13.09,         5.5
"03/16/04" "07:00:00"  076,   255.5252,     13.08,         5.5
"03/16/04" "08:00:00"  076,   255.4869,     13.08,         5.5
"03/16/04" "09:00:00"  076,   255.4432,     13.07,         5.5
"03/16/04" "10:00:00"  076,   255.4005,     13.07,         5.5
"03/16/04" "11:00:00"  076,   255.3729,     13.10,         5.5
"03/16/04" "12:00:00"  076,   255.3488,     13.09,         5.5
"03/16/04" "13:00:00"  076,   255.3395,     13.08,         5.4
"03/16/04" "14:00:00"  076,   255.3409,     13.09,         5.4
"03/16/04" "15:00:00"  076,   255.3449,     13.08,         5.4
"03/16/04" "16:00:00"  076,   255.3569,     13.09,         5.4
"03/16/04" "17:00:00"  076,   255.3746,     13.09,         5.4
"03/16/04" "18:00:00"  076,   255.3937,     13.06,         5.4
"03/16/04" "19:00:00"  076,   255.4090,     13.08,         5.4
"03/16/04" "20:00:00"  076,   255.4247,     13.09,         5.4
"03/16/04" "21:00:00"  076,   255.4381,     13.09,         5.4
"03/16/04" "22:00:00"  076,   255.4486,     13.08,         5.4
"03/16/04" "23:00:00"  076,   255.4602,     13.09,         5.4
"03/17/04" "00:00:00"  077,   255.4685,     13.07,         5.4
"03/17/04" "01:00:00"  077,   255.4756,     13.09,         5.4
"03/17/04" "02:00:00"  077,   255.4754,     13.07,         5.4
"03/17/04" "03:00:00"  077,   255.4825,     13.08,         5.4
"03/17/04" "04:00:00"  077,   255.4915,     13.08,         5.4
"03/17/04" "05:00:00"  077,   255.5032,     13.09,         5.4
"03/17/04" "06:00:00"  077,   255.5055,     13.07,         5.4
"03/17/04" "07:00:00"  077,   255.5045,     13.08,         5.4
"03/17/04" "08:00:00"  077,   255.4999,     13.08,         5.4
"03/17/04" "09:00:00"  077,   255.4910,     13.08,         5.4
"03/17/04" "10:00:00"  077,   255.4777,     13.08,         5.3
"03/17/04" "11:00:00"  077,   255.4657,     13.08,         5.3
"03/17/04" "12:00:00"  077,   255.4497,     13.08,         5.3
"03/17/04" "13:00:00"  077,   255.4392,     13.08,         5.3
"03/17/04" "14:00:00"  077,   255.4366,     13.09,         5.4
"03/17/04" "15:00:00"  077,   255.4380,     13.08,         5.5
"03/17/04" "16:00:00"  077,   255.4420,     13.08,         5.5
"03/17/04" "17:00:00"  077,   255.4454,     13.08,         5.5
"03/17/04" "18:00:00"  077,   255.4459,     13.08,         5.5
"03/17/04" "19:00:00"  077,   255.4391,     13.08,         5.5
"03/17/04" "20:00:00"  077,   255.4256,     13.09,         5.5
"03/17/04" "21:00:00"  077,   255.4105,     13.08,         5.5
"03/17/04" "22:00:00"  077,   255.3982,     13.08,         5.5
"03/17/04" "23:00:00"  077,   255.3858,     13.08,         5.5
"03/18/04" "00:00:00"  078,   255.3723,     13.07,         5.5
"03/18/04" "01:00:00"  078,   255.3583,     13.09,         5.5
"03/18/04" "02:00:00"  078,   255.3569,     13.08,         5.5
"03/18/04" "03:00:00"  078,   255.3513,     13.08,         5.5
"03/18/04" "04:00:00"  078,   255.3508,     13.08,         5.5
"03/18/04" "05:00:00"  078,   255.3546,     13.09,         5.5
"03/18/04" "06:00:00"  078,   255.3520,     13.09,         5.5
"03/18/04" "07:00:00"  078,   255.3474,     13.08,         5.4
"03/18/04" "08:00:00"  078,   255.3377,     13.06,         5.4
"03/18/04" "09:00:00"  078,   255.3266,     13.06,         5.4
"03/18/04" "10:00:00"  078,   255.3184,     13.09,         5.4
"03/18/04" "11:00:00"  078,   255.3142,     13.10,         5.4
"03/18/04" "12:00:00"  078,   255.3170,     13.08,         5.4
"03/18/04" "13:00:00"  078,   255.3282,     13.08,         5.4
"03/18/04" "14:00:00"  078,   255.3432,     13.08,         5.5
"03/18/04" "15:00:00"  078,   255.3609,     13.09,         5.5
"03/18/04" "16:00:00"  078,   255.3808,     13.09,         5.7
"03/18/04" "17:00:00"  078,   255.4013,     13.07,         5.8
"03/18/04" "18:00:00"  078,   255.4227,     13.06,         5.8
"03/18/04" "19:00:00"  078,   255.4446,     13.08,         5.8
"03/18/04" "20:00:00"  078,   255.4633,     13.09,         5.8
"03/18/04" "21:00:00"  078,   255.4768,     13.08,         5.8
"03/18/04" "22:00:00"  078,   255.4982,     13.09,         5.8
"03/18/04" "23:00:00"  078,   255.5208,     13.10,         5.8
"03/19/04" "00:00:00"  079,   255.5432,     13.08,         5.7
"03/19/04" "01:00:00"  079,   255.5732,     13.06,         5.6
"03/19/04" "02:00:00"  079,   255.6068,     13.08,         5.6
"03/19/04" "03:00:00"  079,   255.6408,     13.08,         5.5
"03/19/04" "04:00:00"  079,   255.6724,     13.09,         5.5
"03/19/04" "05:00:00"  079,   255.7050,     13.09,         5.5
"03/19/04" "06:00:00"  079,   255.7345,     13.09,         5.5
"03/19/04" "07:00:00"  079,   255.7613,     13.09,         5.5
"03/19/04" "08:00:00"  079,   255.7836,     13.08,         5.5
"03/19/04" "09:00:00"  079,   255.8067,     13.09,         5.4
"03/19/04" "10:00:00"  079,   255.8289,     13.08,         5.4
"03/19/04" "11:00:00"  079,   255.8496,     13.07,         5.4
"03/19/04" "12:00:00"  079,   255.8709,     13.09,         5.4
"03/19/04" "13:00:00"  079,   255.8926,     13.07,         5.4
"03/19/04" "14:00:00"  079,   255.9085,     13.08,         5.5
"03/19/04" "15:00:00"  079,   255.9276,     13.07,         5.5
"03/19/04" "16:00:00"  079,   255.9451,     13.07,         5.6
"03/19/04" "17:00:00"  079,   255.9644,     13.08,         5.8
"03/19/04" "18:00:00"  079,   255.9770,     13.09,         5.8
"03/19/04" "19:00:00"  079,   255.9819,     13.07,         5.8
"03/19/04" "20:00:00"  079,   255.9821,     13.08,         5.8
"03/19/04" "21:00:00"  079,   255.9718,     13.07,         5.8
"03/19/04" "22:00:00"  079,   255.9599,     13.08,         5.8
"03/19/04" "23:00:00"  079,   255.9469,     13.09,         5.8
"03/20/04" "00:00:00"  080,   255.9318,     13.08,         5.7
"03/20/04" "01:00:00"  080,   255.9150,     13.08,         5.7
